inspection_id,date,part_number,supplier_id,lot_number,quantity_received,quantity_inspected,quantity_failed,defect_type,defect_category,inspection_stage,inspector,disposition,ncr_id,cost_impact
INS-02767,2023-06-21,PYLD-009,SUP-001,LOT-540,119,87,6,Contamination,Cosmetic,In-Process Inspection,QE-Patel,Use-As-Is,,227.18
INS-02768,2023-02-10,MMB-001,SUP-003,LOT-912,72,63,17,Contamination,Cosmetic,In-Process Inspection,QE-Brooks,MRB Review,NCR-6846,2555.61
INS-02769,2023-09-26,LARM-015,SUP-010,LOT-313,115,37,3,Delamination,Composite,End-of-Line Test,QE-Torres,Use-As-Is,NCR-8957,349.32
INS-02770,2023-08-11,PYLD-009,SUP-001,LOT-384,160,129,8,Connector Misalignment,Assembly,End-of-Line Test,QE-Osei,Reject,,950.02
INS-02771,2023-03-21,GPS-013,SUP-004,LOT-422,75,56,3,Documentation Missing,Documentation,End-of-Line Test,QE-Nguyen,Rework,,939.84
INS-02772,2023-10-16,MMB-001,SUP-003,LOT-546,162,129,26,Connector Misalignment,Assembly,In-Process Inspection,QE-Nguyen,Reject,NCR-7831,4530.84
INS-02773,2023-05-11,MOTOR-004,SUP-007,LOT-260,43,24,5,Corrosion,Cosmetic,Final Assembly,QE-Osei,Supplier Return,NCR-2661,361.72
INS-02774,2024-12-21,FAST-010,SUP-008,LOT-730,146,139,3,Wrong Material Cert,Documentation,Receiving Inspection,QE-Nguyen,Reject,,10.63
INS-02775,2023-12-14,PYLD-009,SUP-001,LOT-104,68,33,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-02776,2024-12-02,PROP-003,SUP-006,LOT-643,125,86,5,Thread Damage,Dimensional,In-Process Inspection,QE-Nguyen,Rework,,479.98
INS-02777,2023-11-04,BATT-008,SUP-009,LOT-812,54,53,4,Missing Hardware,Assembly,Final Assembly,QE-Brooks,Use-As-Is,,2551.1
INS-02778,2024-06-09,ESC-002,SUP-004,LOT-764,138,101,10,Missing Hardware,Assembly,In-Process Inspection,QE-Brooks,Rework,,2143.1
INS-02779,2023-12-04,MMB-001,SUP-003,LOT-304,178,118,4,Surface Finish,Cosmetic,End-of-Line Test,QE-Nguyen,Reject,NCR-2262,841.47
INS-02780,2024-10-19,FAST-010,SUP-008,LOT-990,104,77,3,Delamination,Composite,End-of-Line Test,QE-Nguyen,Reject,,25.48
INS-02781,2023-01-26,WING-007,SUP-006,LOT-893,183,128,5,Insulation Damage,Electrical,End-of-Line Test,QE-Brooks,Reject,,1090.61
INS-02782,2024-11-25,MOTOR-004,SUP-007,LOT-656,148,67,2,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Torres,Rework,NCR-2955,114.26
INS-02783,2023-05-25,FAST-010,SUP-008,LOT-510,116,39,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-02784,2023-04-12,MMB-001,SUP-003,LOT-384,117,70,5,Incorrect Part Number,Documentation,Final Assembly,QE-Nguyen,Reject,,643.08
INS-02785,2024-11-12,BATT-008,SUP-009,LOT-276,143,86,4,Incorrect Part Number,Documentation,Final Assembly,QE-Nguyen,Use-As-Is,,1541.29
INS-02786,2024-03-17,BATT-008,SUP-009,LOT-153,80,20,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-02787,2024-04-02,PYLD-009,SUP-001,LOT-158,96,90,5,Connector Misalignment,Assembly,End-of-Line Test,QE-Nguyen,Reject,,405.88
INS-02788,2024-02-29,ESC-002,SUP-004,LOT-432,107,71,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-02789,2023-06-29,PROP-003,SUP-006,LOT-366,75,73,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-02790,2024-06-08,GPS-013,SUP-004,LOT-516,160,118,13,Crack / Fracture,Composite,Final Assembly,QE-Osei,Rework,NCR-4304,2113.45
INS-02791,2023-01-18,WING-007,SUP-006,LOT-563,141,134,6,Solder Joint Failure,Electrical,Final Assembly,QE-Torres,Use-As-Is,,2470.08
INS-02792,2024-02-23,MOTOR-004,SUP-007,LOT-521,59,16,2,Documentation Missing,Documentation,Final Assembly,QE-Torres,Use-As-Is,NCR-4476,289.82
INS-02793,2023-02-16,PROP-003,SUP-006,LOT-131,187,131,3,Thread Damage,Dimensional,Receiving Inspection,QE-Osei,Reject,,211.86
INS-02794,2023-10-12,GPS-013,SUP-004,LOT-943,27,12,1,Delamination,Composite,Receiving Inspection,QE-Osei,Reject,,319.67
INS-02795,2024-09-02,BATT-008,SUP-009,LOT-256,134,106,3,Documentation Missing,Documentation,End-of-Line Test,QE-Osei,Rework,,1126.34
INS-02796,2023-04-23,WHAR-005,SUP-005,LOT-143,63,38,10,Contamination,Cosmetic,Final Assembly,QE-Brooks,MRB Review,NCR-1215,417.11
INS-02797,2023-12-29,MOTOR-004,SUP-007,LOT-754,106,88,21,Delamination,Composite,Receiving Inspection,QE-Patel,MRB Review,NCR-6273,2985.58
INS-02798,2023-09-15,FAST-010,SUP-008,LOT-146,183,49,1,Documentation Missing,Documentation,Final Assembly,QE-Patel,Reject,,10.11
INS-02799,2024-03-18,THRM-011,SUP-005,LOT-376,10,4,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-02800,2023-02-15,THRM-011,SUP-005,LOT-991,69,22,1,Incorrect Part Number,Documentation,In-Process Inspection,QE-Torres,Use-As-Is,,6.02
INS-02801,2023-07-15,BATT-008,SUP-009,LOT-570,89,41,1,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Brooks,Rework,,441.61
INS-02802,2024-06-29,WHAR-005,SUP-005,LOT-724,121,88,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-02803,2024-11-03,ESC-002,SUP-004,LOT-306,89,30,2,Insulation Damage,Electrical,End-of-Line Test,QE-Torres,Reject,NCR-9563,466.38
INS-02804,2024-06-18,PYLD-009,SUP-001,LOT-626,195,81,1,Electrical Short,Electrical,Final Assembly,QE-Nguyen,Reject,,96.96
INS-02805,2024-08-07,ESC-002,SUP-004,LOT-854,117,49,2,Solder Joint Failure,Electrical,In-Process Inspection,QE-Nguyen,Rework,,326.09
INS-02806,2024-07-15,FRAME-012,SUP-001,LOT-399,106,105,3,Connector Misalignment,Assembly,Final Assembly,QE-Osei,Rework,,2939.34
INS-02807,2023-04-12,MOTOR-004,SUP-007,LOT-704,123,54,21,Thread Damage,Dimensional,Receiving Inspection,QE-Patel,Supplier Return,NCR-7600,1722.86
INS-02808,2024-10-19,THRM-011,SUP-005,LOT-612,184,68,13,Incorrect Part Number,Documentation,Receiving Inspection,QE-Patel,MRB Review,NCR-2479,65.41
INS-02809,2023-05-31,WHAR-005,SUP-005,LOT-123,107,72,8,Electrical Short,Electrical,Final Assembly,QE-Brooks,Reject,NCR-9990,512.98
INS-02810,2023-06-06,LARM-015,SUP-010,LOT-739,70,25,1,Crack / Fracture,Composite,In-Process Inspection,QE-Osei,Rework,,47.98
INS-02811,2023-01-28,FAST-010,SUP-008,LOT-582,48,22,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-02812,2023-02-06,MMB-001,SUP-003,LOT-156,191,156,11,Incorrect Part Number,Documentation,Final Assembly,QE-Osei,Reject,,1660.12
INS-02813,2024-04-22,WHAR-005,SUP-005,LOT-608,124,105,7,Incorrect Part Number,Documentation,Final Assembly,QE-Nguyen,Rework,,369.83
INS-02814,2023-07-27,BCON-006,SUP-004,LOT-167,161,107,4,Surface Finish,Cosmetic,Receiving Inspection,QE-Nguyen,Use-As-Is,,68.43
INS-02815,2023-03-08,FAST-010,SUP-008,LOT-671,92,86,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-02816,2024-01-14,WHAR-005,SUP-005,LOT-617,140,112,15,Connector Misalignment,Assembly,End-of-Line Test,QE-Nguyen,Rework,,911.92
INS-02817,2024-06-08,PYLD-009,SUP-001,LOT-508,123,82,8,Solder Joint Failure,Electrical,Receiving Inspection,QE-Torres,Rework,,1122.3
INS-02818,2023-09-01,PROP-003,SUP-006,LOT-441,161,91,2,Wrong Material Cert,Documentation,Receiving Inspection,QE-Torres,Rework,NCR-1456,158.77
INS-02819,2024-07-13,PYLD-009,SUP-001,LOT-967,35,12,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-02820,2023-05-18,PYLD-009,SUP-001,LOT-878,16,14,1,Electrical Short,Electrical,End-of-Line Test,QE-Osei,Rework,,95.7
INS-02821,2023-05-02,MMB-001,SUP-003,LOT-668,22,19,1,Corrosion,Cosmetic,In-Process Inspection,QE-Patel,Rework,,67.44
INS-02822,2024-07-20,WING-007,SUP-006,LOT-969,165,155,9,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,Use-As-Is,,2878.02
INS-02823,2023-11-08,THRM-011,SUP-005,LOT-602,165,156,23,Crack / Fracture,Composite,Receiving Inspection,QE-Nguyen,Rework,,47.37
INS-02824,2024-06-07,BATT-008,SUP-009,LOT-598,167,93,1,Electrical Short,Electrical,In-Process Inspection,QE-Brooks,Rework,NCR-8308,168.49
INS-02825,2023-04-14,MOTOR-004,SUP-007,LOT-886,53,26,2,Surface Finish,Cosmetic,Final Assembly,QE-Nguyen,Use-As-Is,NCR-1699,353.91
INS-02826,2024-11-23,BATT-008,SUP-009,LOT-759,18,9,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-02827,2024-05-04,PYLD-009,SUP-001,LOT-418,168,119,5,Wrong Material Cert,Documentation,In-Process Inspection,QE-Nguyen,Reject,NCR-5590,385.06
INS-02828,2024-07-04,PYLD-009,SUP-001,LOT-767,63,21,1,Surface Finish,Cosmetic,Final Assembly,QE-Torres,Rework,NCR-8919,180.15
INS-02829,2023-06-06,GPS-013,SUP-004,LOT-216,68,58,2,Connector Misalignment,Assembly,Final Assembly,QE-Nguyen,Rework,NCR-9777,893.15
INS-02830,2024-02-07,THRM-011,SUP-005,LOT-561,146,113,10,Surface Finish,Cosmetic,Receiving Inspection,QE-Osei,Reject,,78.98
INS-02831,2024-07-04,BATT-008,SUP-009,LOT-754,23,9,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-02832,2024-10-04,GPS-013,SUP-004,LOT-688,78,41,7,Contamination,Cosmetic,Final Assembly,QE-Nguyen,Supplier Return,NCR-7750,3090.34
INS-02833,2023-08-26,MMB-001,SUP-003,LOT-237,118,83,17,Delamination,Composite,Receiving Inspection,QE-Osei,Reject,NCR-8077,1352.32
INS-02834,2024-05-06,BCON-006,SUP-004,LOT-823,65,64,7,Crack / Fracture,Composite,In-Process Inspection,QE-Patel,Rework,NCR-9162,103.5
INS-02835,2024-12-21,FAST-010,SUP-008,LOT-339,181,82,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-02836,2024-02-07,PYLD-009,SUP-001,LOT-477,153,137,3,Thread Damage,Dimensional,In-Process Inspection,QE-Nguyen,Reject,NCR-2453,261.64
INS-02837,2023-06-17,THRM-011,SUP-005,LOT-854,68,31,5,Missing Hardware,Assembly,Final Assembly,QE-Nguyen,Reject,NCR-7158,38.66
INS-02838,2024-07-17,ESC-002,SUP-004,LOT-577,98,56,2,Insulation Damage,Electrical,In-Process Inspection,QE-Patel,Reject,,306.75
INS-02839,2023-10-26,WHAR-005,SUP-005,LOT-747,108,87,6,Thread Damage,Dimensional,Final Assembly,QE-Osei,Use-As-Is,NCR-3004,271.49
INS-02840,2024-07-11,BCON-006,SUP-004,LOT-724,82,61,2,Surface Finish,Cosmetic,End-of-Line Test,QE-Torres,Use-As-Is,,56.32
INS-02841,2023-03-07,WING-007,SUP-006,LOT-113,123,30,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-02842,2023-06-19,LARM-015,SUP-010,LOT-954,29,23,1,Wrong Material Cert,Documentation,Receiving Inspection,QE-Nguyen,Use-As-Is,,41.83
INS-02843,2023-04-12,LARM-015,SUP-010,LOT-159,68,67,8,Connector Misalignment,Assembly,Final Assembly,QE-Osei,Use-As-Is,,662.07
INS-02844,2024-07-29,WHAR-005,SUP-005,LOT-836,62,59,3,Crack / Fracture,Composite,End-of-Line Test,QE-Patel,Use-As-Is,NCR-3104,191.86
INS-02845,2024-02-19,PYLD-009,SUP-001,LOT-456,83,50,2,Solder Joint Failure,Electrical,Receiving Inspection,QE-Torres,Rework,,330.82
INS-02846,2024-10-23,FAST-010,SUP-008,LOT-486,159,88,1,Thread Damage,Dimensional,In-Process Inspection,QE-Brooks,Rework,,4.39
INS-02847,2023-05-07,BATT-008,SUP-009,LOT-242,163,135,9,Contamination,Cosmetic,End-of-Line Test,QE-Nguyen,Use-As-Is,,1889.05
INS-02848,2024-02-08,FRAME-012,SUP-001,LOT-236,71,34,1,Missing Hardware,Assembly,Receiving Inspection,QE-Patel,Rework,,979.46
INS-02849,2024-09-20,WHAR-005,SUP-005,LOT-667,160,109,12,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Patel,Rework,,1114.42
INS-02850,2024-03-07,LARM-015,SUP-010,LOT-729,134,78,15,Corrosion,Cosmetic,Receiving Inspection,QE-Torres,Reject,NCR-8771,2172.78
INS-02851,2023-06-03,BCON-006,SUP-004,LOT-316,172,120,9,Delamination,Composite,End-of-Line Test,QE-Patel,Rework,NCR-1440,187.22
INS-02852,2023-12-25,GPS-013,SUP-004,LOT-989,26,20,1,Delamination,Composite,End-of-Line Test,QE-Brooks,Use-As-Is,,200.58
INS-02853,2023-02-23,FC-014,SUP-004,LOT-168,38,26,1,Contamination,Cosmetic,In-Process Inspection,QE-Osei,Use-As-Is,,314.81
INS-02854,2024-01-01,FAST-010,SUP-008,LOT-287,198,146,2,Documentation Missing,Documentation,Final Assembly,QE-Brooks,Use-As-Is,,8.16
INS-02855,2024-03-25,THRM-011,SUP-005,LOT-978,106,59,8,Connector Misalignment,Assembly,Receiving Inspection,QE-Osei,Use-As-Is,,15.47
INS-02856,2023-01-03,BCON-006,SUP-004,LOT-165,55,34,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-02857,2023-10-05,FC-014,SUP-004,LOT-334,83,52,1,Documentation Missing,Documentation,End-of-Line Test,QE-Osei,Use-As-Is,NCR-9739,580.3
INS-02858,2023-11-04,MMB-001,SUP-003,LOT-848,130,128,15,Solder Joint Failure,Electrical,In-Process Inspection,QE-Torres,Rework,NCR-6917,1341.28
INS-02859,2024-12-04,BCON-006,SUP-004,LOT-900,133,70,3,Corrosion,Cosmetic,In-Process Inspection,QE-Osei,Rework,NCR-2875,36.77
INS-02860,2024-06-22,BATT-008,SUP-009,LOT-697,142,94,6,Corrosion,Cosmetic,Final Assembly,QE-Nguyen,Rework,NCR-1132,2071.73
INS-02861,2023-09-07,WHAR-005,SUP-005,LOT-641,122,93,1,Wrong Material Cert,Documentation,End-of-Line Test,QE-Nguyen,Use-As-Is,NCR-4183,22.93
INS-02862,2023-02-22,PYLD-009,SUP-001,LOT-349,25,9,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-02863,2023-07-31,WHAR-005,SUP-005,LOT-522,159,49,1,Incorrect Part Number,Documentation,Receiving Inspection,QE-Patel,Rework,NCR-8096,55.58
INS-02864,2023-04-17,THRM-011,SUP-005,LOT-787,13,10,1,Connector Misalignment,Assembly,Receiving Inspection,QE-Brooks,Reject,,2.07
INS-02865,2024-06-21,THRM-011,SUP-005,LOT-516,91,76,3,Delamination,Composite,In-Process Inspection,QE-Osei,Use-As-Is,,22.87
INS-02866,2023-01-03,THRM-011,SUP-005,LOT-481,46,38,3,Electrical Short,Electrical,In-Process Inspection,QE-Nguyen,Rework,,20.4
INS-02867,2024-12-24,PROP-003,SUP-006,LOT-614,200,100,1,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Brooks,Rework,NCR-4198,27.38
INS-02868,2023-12-10,FC-014,SUP-004,LOT-791,175,128,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-02869,2023-05-22,LARM-015,SUP-010,LOT-518,53,31,2,Thread Damage,Dimensional,Receiving Inspection,QE-Brooks,Rework,NCR-3513,72.1
INS-02870,2023-04-16,MMB-001,SUP-003,LOT-197,90,31,2,Delamination,Composite,Final Assembly,QE-Brooks,Reject,,133.17
INS-02871,2023-09-13,WING-007,SUP-006,LOT-231,62,62,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-02872,2023-05-20,FC-014,SUP-004,LOT-280,81,22,5,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,Reject,NCR-3137,1085.47
INS-02873,2024-01-22,BCON-006,SUP-004,LOT-779,45,12,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-02874,2023-02-17,GPS-013,SUP-004,LOT-362,29,10,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-02875,2023-08-03,WHAR-005,SUP-005,LOT-629,67,52,6,Surface Finish,Cosmetic,In-Process Inspection,QE-Brooks,Rework,,279.81
INS-02876,2023-08-08,ESC-002,SUP-004,LOT-390,50,27,1,Thread Damage,Dimensional,Final Assembly,QE-Nguyen,Use-As-Is,,158.81
INS-02877,2023-08-10,PROP-003,SUP-006,LOT-553,87,44,2,Insulation Damage,Electrical,End-of-Line Test,QE-Brooks,Use-As-Is,,98.63
INS-02878,2023-01-06,GPS-013,SUP-004,LOT-847,54,29,1,Corrosion,Cosmetic,End-of-Line Test,QE-Osei,Use-As-Is,NCR-3848,358.35
INS-02879,2023-09-11,BCON-006,SUP-004,LOT-383,121,88,10,Wrong Material Cert,Documentation,End-of-Line Test,QE-Osei,Reject,,257.03
INS-02880,2024-10-14,PYLD-009,SUP-001,LOT-281,170,134,4,Missing Hardware,Assembly,End-of-Line Test,QE-Brooks,Rework,NCR-2509,350.77
INS-02881,2024-01-15,WING-007,SUP-006,LOT-261,95,95,3,Electrical Short,Electrical,Receiving Inspection,QE-Nguyen,Use-As-Is,,1445.5
INS-02882,2023-09-10,GPS-013,SUP-004,LOT-478,173,173,9,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Patel,Use-As-Is,NCR-5367,2341.65
INS-02883,2024-02-19,MOTOR-004,SUP-007,LOT-377,158,128,47,Incorrect Part Number,Documentation,In-Process Inspection,QE-Brooks,Supplier Return,NCR-8234,9175.17
INS-02884,2023-11-22,WING-007,SUP-006,LOT-517,180,104,3,Incorrect Part Number,Documentation,In-Process Inspection,QE-Patel,Reject,,1183.64
INS-02885,2024-10-11,GPS-013,SUP-004,LOT-824,157,109,10,Documentation Missing,Documentation,Final Assembly,QE-Brooks,Reject,NCR-5745,1629.17
INS-02886,2024-08-29,BATT-008,SUP-009,LOT-814,48,31,2,Surface Finish,Cosmetic,Final Assembly,QE-Brooks,Use-As-Is,NCR-8498,1425.17
INS-02887,2024-10-02,MOTOR-004,SUP-007,LOT-661,150,65,5,Incorrect Part Number,Documentation,Final Assembly,QE-Nguyen,Rework,,509.79
INS-02888,2024-03-15,PYLD-009,SUP-001,LOT-651,73,60,2,Corrosion,Cosmetic,Receiving Inspection,QE-Patel,Use-As-Is,,192.99
INS-02889,2024-08-02,WHAR-005,SUP-005,LOT-659,130,107,13,Wrong Material Cert,Documentation,In-Process Inspection,QE-Torres,Reject,,1125.75
INS-02890,2023-04-09,WING-007,SUP-006,LOT-811,100,53,2,Wrong Material Cert,Documentation,Receiving Inspection,QE-Brooks,Rework,NCR-9442,760.85
INS-02891,2023-01-30,ESC-002,SUP-004,LOT-925,72,19,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-02892,2023-05-14,BATT-008,SUP-009,LOT-728,107,33,2,Crack / Fracture,Composite,In-Process Inspection,QE-Brooks,Rework,,670.55
INS-02893,2024-05-08,FC-014,SUP-004,LOT-220,151,128,6,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Patel,Use-As-Is,,2471.52
INS-02894,2023-10-20,ESC-002,SUP-004,LOT-958,111,52,1,Corrosion,Cosmetic,Final Assembly,QE-Patel,Use-As-Is,NCR-6297,214.19
INS-02895,2024-08-15,FRAME-012,SUP-001,LOT-935,172,85,2,Contamination,Cosmetic,Final Assembly,QE-Patel,Use-As-Is,,819.21
INS-02896,2023-04-22,FAST-010,SUP-008,LOT-111,127,48,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-02897,2024-08-09,WING-007,SUP-006,LOT-492,77,51,1,Electrical Short,Electrical,Receiving Inspection,QE-Nguyen,Reject,NCR-7776,400.06
INS-02898,2024-04-16,FAST-010,SUP-008,LOT-325,32,27,1,Contamination,Cosmetic,End-of-Line Test,QE-Osei,Reject,NCR-4673,4.68
INS-02899,2023-02-03,ESC-002,SUP-004,LOT-894,36,21,6,Surface Finish,Cosmetic,In-Process Inspection,QE-Patel,Supplier Return,NCR-1451,523.57
INS-02900,2024-09-08,FAST-010,SUP-008,LOT-879,79,65,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-02901,2023-08-20,MOTOR-004,SUP-007,LOT-593,69,34,4,Delamination,Composite,In-Process Inspection,QE-Patel,Use-As-Is,,508.64
INS-02902,2023-10-08,THRM-011,SUP-005,LOT-807,146,137,19,Surface Finish,Cosmetic,Final Assembly,QE-Nguyen,Rework,,105.8
INS-02903,2023-03-05,ESC-002,SUP-004,LOT-193,28,20,1,Crack / Fracture,Composite,In-Process Inspection,QE-Torres,Rework,NCR-5113,278.09
INS-02904,2023-01-11,WING-007,SUP-006,LOT-890,82,57,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-02905,2023-11-16,MMB-001,SUP-003,LOT-527,177,85,12,Documentation Missing,Documentation,Receiving Inspection,QE-Brooks,Rework,,2204.82
INS-02906,2023-05-02,LARM-015,SUP-010,LOT-247,113,97,16,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Torres,MRB Review,NCR-1648,1032.61
INS-02907,2023-07-25,FC-014,SUP-004,LOT-161,76,51,5,Documentation Missing,Documentation,Final Assembly,QE-Patel,Use-As-Is,,2845.39
INS-02908,2023-07-22,BCON-006,SUP-004,LOT-957,29,20,2,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Osei,Reject,,16.62
INS-02909,2023-07-30,ESC-002,SUP-004,LOT-818,149,85,7,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Torres,Use-As-Is,,586.12
INS-02910,2024-05-22,GPS-013,SUP-004,LOT-901,39,15,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-02911,2024-11-29,FAST-010,SUP-008,LOT-410,89,24,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-02912,2023-01-05,THRM-011,SUP-005,LOT-570,51,45,3,Insulation Damage,Electrical,Receiving Inspection,QE-Nguyen,Use-As-Is,NCR-3171,22.9
INS-02913,2023-05-20,BCON-006,SUP-004,LOT-602,134,122,8,Surface Finish,Cosmetic,In-Process Inspection,QE-Brooks,Use-As-Is,,145.93
INS-02914,2024-03-14,WHAR-005,SUP-005,LOT-344,58,52,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-02915,2023-03-23,GPS-013,SUP-004,LOT-691,19,19,1,Delamination,Composite,Receiving Inspection,QE-Nguyen,Reject,,133.96
INS-02916,2023-09-13,PROP-003,SUP-006,LOT-343,174,81,6,Surface Finish,Cosmetic,Final Assembly,QE-Torres,Use-As-Is,,176.11
INS-02917,2023-12-10,LARM-015,SUP-010,LOT-289,65,37,19,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Brooks,MRB Review,NCR-8099,3003.06
INS-02918,2024-02-21,ESC-002,SUP-004,LOT-771,150,69,4,Electrical Short,Electrical,Final Assembly,QE-Brooks,Use-As-Is,NCR-6294,408.48
INS-02919,2023-11-16,FRAME-012,SUP-001,LOT-748,29,7,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-02920,2024-05-13,WHAR-005,SUP-005,LOT-382,194,64,4,Documentation Missing,Documentation,End-of-Line Test,QE-Osei,Reject,,290.26
INS-02921,2024-01-03,PYLD-009,SUP-001,LOT-326,119,78,1,Corrosion,Cosmetic,Final Assembly,QE-Torres,Reject,,179.95
INS-02922,2024-01-14,MMB-001,SUP-003,LOT-511,37,27,1,Wrong Material Cert,Documentation,Final Assembly,QE-Patel,Use-As-Is,,202.14
INS-02923,2024-01-08,BCON-006,SUP-004,LOT-566,139,71,5,Documentation Missing,Documentation,In-Process Inspection,QE-Patel,Rework,,116.93
INS-02924,2024-02-18,WING-007,SUP-006,LOT-779,44,34,1,Contamination,Cosmetic,Final Assembly,QE-Torres,Rework,NCR-1130,305.09
INS-02925,2023-10-29,ESC-002,SUP-004,LOT-763,177,114,14,Surface Finish,Cosmetic,In-Process Inspection,QE-Brooks,Rework,,2110.33
INS-02926,2023-07-04,FC-014,SUP-004,LOT-896,76,21,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-02927,2023-01-06,LARM-015,SUP-010,LOT-649,10,8,1,Contamination,Cosmetic,Receiving Inspection,QE-Patel,Reject,NCR-2643,95.66
INS-02928,2024-04-28,MMB-001,SUP-003,LOT-246,114,49,4,Solder Joint Failure,Electrical,Receiving Inspection,QE-Osei,Rework,NCR-3643,265.2
INS-02929,2023-07-05,PROP-003,SUP-006,LOT-987,54,48,3,Missing Hardware,Assembly,Final Assembly,QE-Patel,Rework,,194.68
INS-02930,2023-07-17,PYLD-009,SUP-001,LOT-869,101,100,2,Corrosion,Cosmetic,Final Assembly,QE-Osei,Rework,NCR-2511,86.7
INS-02931,2024-04-08,WHAR-005,SUP-005,LOT-218,164,143,3,Surface Finish,Cosmetic,In-Process Inspection,QE-Patel,Use-As-Is,,80.21
INS-02932,2024-11-14,BCON-006,SUP-004,LOT-268,17,17,1,Electrical Short,Electrical,Final Assembly,QE-Osei,Rework,NCR-8258,28.26
INS-02933,2023-05-15,FAST-010,SUP-008,LOT-220,11,8,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-02934,2024-07-23,BATT-008,SUP-009,LOT-129,20,19,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-02935,2024-07-07,LARM-015,SUP-010,LOT-407,14,4,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-02936,2023-10-22,FAST-010,SUP-008,LOT-229,192,132,1,Solder Joint Failure,Electrical,Final Assembly,QE-Osei,Rework,,11.22
INS-02937,2023-04-08,GPS-013,SUP-004,LOT-850,177,111,5,Delamination,Composite,End-of-Line Test,QE-Patel,Reject,,1267.44
INS-02938,2023-02-07,PYLD-009,SUP-001,LOT-672,54,18,1,Wrong Material Cert,Documentation,In-Process Inspection,QE-Torres,Rework,NCR-6641,112.16
INS-02939,2023-08-21,THRM-011,SUP-005,LOT-735,128,103,9,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Reject,NCR-4635,67.66
INS-02940,2023-09-03,WHAR-005,SUP-005,LOT-452,194,151,27,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Supplier Return,NCR-6438,1646.83
INS-02941,2024-01-17,GPS-013,SUP-004,LOT-854,161,113,11,Delamination,Composite,Receiving Inspection,QE-Torres,Reject,,1728.83
INS-02942,2024-03-05,FC-014,SUP-004,LOT-920,164,164,23,Contamination,Cosmetic,Receiving Inspection,QE-Osei,Reject,NCR-3510,8852.95
INS-02943,2023-01-16,WING-007,SUP-006,LOT-563,106,34,2,Thread Damage,Dimensional,Receiving Inspection,QE-Nguyen,Use-As-Is,NCR-8531,412.1
INS-02944,2024-03-30,BCON-006,SUP-004,LOT-425,21,7,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-02945,2024-02-29,BATT-008,SUP-009,LOT-779,33,15,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-02946,2023-11-03,ESC-002,SUP-004,LOT-299,160,155,21,Insulation Damage,Electrical,Receiving Inspection,QE-Brooks,Rework,NCR-1335,3840.62
